year,Value,Units,variable_code
2021,Level 4,QQ111,H13
2021,Level 4,QQ111,H19
2021,Level 4,QQ111,H20
2021,Level 4,QQ111,H21
2021,Level 4,QQ111,H22
2021,Level 4,QQ111,H23
2021,Level 4,QQ111,H24
2021,Level 4,QQ111,H25
2021,Level 4,QQ111,H26
2021,Level 4,QQ111,H27
2021,Level 4,QQ111,H28
2021,Level 4,QQ111,H29
2021,Level 4,QQ111,H30
2021,Level 4,QQ111,H31
2021,Level 4,QQ111,H32
2021,Level 4,QQ111,H33
2021,Level 4,QQ111,H36
2021,Level 4,QQ111,H37
2021,Level 4,QQ111,H39
2021,Level 4,QQ111,H40
2021,Level 4,QQ111,H41
2021,Level 4,QQ112,H01
2021,Level 4,QQ112,H05
2021,Level 4,QQ112,H06
2021,Level 4,QQ112,H07
2021,Level 4,QQ112,H08
2021,Level 4,QQ112,H09
2021,Level 4,QQ112,H10
2021,Level 4,QQ112,H11
2021,Level 4,QQ112,H12
2021,Level 4,QQ112,H13
2021,Level 4,QQ112,H19
2021,Level 4,QQ112,H20
2021,Level 4,QQ112,H21
2021,Level 4,QQ112,H22
2021,Level 4,QQ112,H23
2021,Level 4,QQ112,H24
2021,Level 4,QQ112,H25
2021,Level 4,QQ112,H26
2021,Level 4,QQ112,H27
2021,Level 4,QQ112,H28
2021,Level 4,QQ112,H29
2021,Level 4,QQ112,H30
2021,Level 4,QQ112,H31
2021,Level 4,QQ112,H32
2021,Level 4,QQ112,H33
2021,Level 4,QQ112,H36
2021,Level 4,QQ112,H37
2021,Level 4,QQ112,H39
2021,Level 4,QQ112,H40
2021,Level 4,QQ112,H41
2021,Level 4,QQ113,H01
2021,Level 4,QQ113,H05
2021,Level 4,QQ113,H06
2021,Level 4,QQ113,H07
2021,Level 4,QQ113,H08
2021,Level 4,QQ113,H09
2021,Level 4,QQ113,H10
2021,Level 4,QQ113,H11
2021,Level 4,QQ113,H12
2021,Level 4,QQ113,H13
2021,Level 4,QQ113,H19
2021,Level 4,QQ113,H20
2021,Level 4,QQ113,H21
2021,Level 4,QQ113,H22
2021,Level 4,QQ113,H23
2021,Level 4,QQ113,H24
2021,Level 4,QQ113,H25
2021,Level 4,QQ113,H26
2021,Level 4,QQ113,H27
2021,Level 4,QQ113,H28
2021,Level 4,QQ113,H29
2021,Level 4,QQ113,H30
2021,Level 4,QQ113,H31
2021,Level 4,QQ113,H32
2021,Level 4,QQ113,H33
2021,Level 4,QQ113,H36
2021,Level 4,QQ113,H37
2021,Level 4,QQ113,H39
2021,Level 4,QQ113,H40
2021,Level 4,QQ113,H41
2021,Level 1,RS,Dollars (millions)
2021,Level 1,RS,Dollars (millions)
2021,Level 1,RS,Dollars (millions)
2021,Level 1,RS,Dollars (millions)
2021,Level 1,RS,Dollars (millions)
2021,Level 1,RS,Dollars (millions)
2021,Level 1,RS,Dollars (millions)
2021,Level 1,RS,Dollars (millions)
2021,Level 1,RS,Dollars (millions)
2021,Level 1,RS,Dollars (millions)
2021,Level 1,RS,Dollars (millions)
2021,Level 1,RS,Dollars (millions)
2021,Level 1,RS,Dollars (millions)
2021,Level 1,RS,Dollars (millions)
2021,Level 1,RS,Dollars (millions)
2021,Level 1,RS,Dollars (millions)
2021,Level 1,RS,Dollars (millions)
2021,Level 1,RS,Dollars (millions)
2021,Level 1,RS,Dollars (millions)
2021,Level 1,RS,Dollars (millions)
2021,Level 1,RS,Dollars (millions)
2021,Level 1,RS,Dollars (millions)
2021,Level 1,RS,Dollars (millions)
2021,Level 1,RS,Dollars (millions)
2021,Level 1,RS,Dollars (millions)
2021,Level 1,RS,Dollars
2021,Level 1,RS,Dollars
2021,Level 1,RS,Percentage
2021,Level 1,RS,Percentage
2021,Level 1,RS,Percentage
2021,Level 1,RS,Percentage
2021,Level 1,RS,Percentage
2021,Level 3,RS11,H01
2021,Level 3,RS11,H04
2021,Level 3,RS11,H05
2021,Level 3,RS11,H07
2021,Level 3,RS11,H08
2021,Level 3,RS11,H09
2021,Level 3,RS11,H10
2021,Level 3,RS11,H11
2021,Level 3,RS11,H12
2021,Level 3,RS11,H13
2021,Level 3,RS11,H19
2021,Level 3,RS11,H20
2021,Level 3,RS11,H21
2021,Level 3,RS11,H22
2021,Level 3,RS11,H23
2021,Level 3,RS11,H24
2021,Level 3,RS11,H25
2021,Level 3,RS11,H26
2021,Level 3,RS11,H27
2021,Level 3,RS11,H28
2021,Level 3,RS11,H29
2021,Level 3,RS11,H30
2021,Level 3,RS11,H31
2021,Level 3,RS11,H32
2021,Level 3,RS11,H33
2021,Level 3,RS11,H34
2021,Level 3,RS11,H35
2021,Level 3,RS11,H36
2021,Level 3,RS11,H37
2021,Level 3,RS11,H39
2021,Level 3,RS11,H40
2021,Level 3,RS11,H41
2021,Level 4,RS111,H01
2021,Level 4,RS111,H04
2021,Level 4,RS111,H05
2021,Level 4,RS111,H07
2021,Level 4,RS111,H08
2021,Level 4,RS111,H09
2021,Level 4,RS111,H10
2021,Level 4,RS111,H11
2021,Level 4,RS111,H12
2021,Level 4,RS111,H13
2021,Level 4,RS111,H19
2021,Level 4,RS111,H20
2021,Level 4,RS111,H21
2021,Level 4,RS111,H22
2021,Level 4,RS111,H23
2021,Level 4,RS111,H24
2021,Level 4,RS111,H25
2021,Level 4,RS111,H26
2021,Level 4,RS111,H27
2021,Level 4,RS111,H28
2021,Level 4,RS111,H29
2021,Level 4,RS111,H30
2021,Level 4,RS111,H31
2021,Level 4,RS111,H32
2021,Level 4,RS111,H33
2021,Level 4,RS111,H34
2021,Level 4,RS111,H35
2021,Level 4,RS111,H36
2021,Level 4,RS111,H37
2021,Level 4,RS111,H39
2021,Level 4,RS111,H40
2021,Level 4,RS111,H41
2021,Level 4,RS112,H01
2021,Level 4,RS112,H04
2021,Level 4,RS112,H05
2021,Level 4,RS112,H07
2021,Level 4,RS112,H08
2021,Level 4,RS112,H09
2021,Level 4,RS112,H10
2021,Level 4,RS112,H11
2021,Level 4,RS112,H12
2021,Level 4,RS112,H13
2021,Level 4,RS112,H19
2021,Level 4,RS112,H20
2021,Level 4,RS112,H21
2021,Level 4,RS112,H22
2021,Level 4,RS112,H23
2021,Level 4,RS112,H24
2021,Level 4,RS112,H25
2021,Level 4,RS112,H26
2021,Level 4,RS112,H27
2021,Level 4,RS112,H28
2021,Level 4,RS112,H29
2021,Level 4,RS112,H30
2021,Level 4,RS112,H31
2021,Level 4,RS112,H32
2021,Level 4,RS112,H33
2021,Level 4,RS112,H34
2021,Level 4,RS112,H35
2021,Level 4,RS112,H36
2021,Level 4,RS112,H37
2021,Level 4,RS112,H39
2021,Level 4,RS112,H40
2021,Level 4,RS112,H41
2021,Level 4,RS113,H01
2021,Level 4,RS113,H04
2021,Level 4,RS113,H05
2021,Level 4,RS113,H07
2021,Level 4,RS113,H08
2021,Level 4,RS113,H09
2021,Level 4,RS113,H10
2021,Level 4,RS113,H11
2021,Level 4,RS113,H12
2021,Level 4,RS113,H13
2021,Level 4,RS113,H19
2021,Level 4,RS113,H20
2021,Level 4,RS113,H21
2021,Level 4,RS113,H22
2021,Level 4,RS113,H23
2021,Level 4,RS113,H24
2021,Level 4,RS113,H25
2021,Level 4,RS113,H26
2021,Level 4,RS113,H27
2021,Level 4,RS113,H28
2021,Level 4,RS113,H29
2021,Level 4,RS113,H30
2021,Level 4,RS113,H31
2021,Level 4,RS113,H32
2021,Level 4,RS113,H33
2021,Level 4,RS113,H34
2021,Level 4,RS113,H35
2021,Level 4,RS113,H36
2021,Level 4,RS113,H37
2021,Level 4,RS113,H39
2021,Level 4,RS113,H40
2021,Level 4,RS113,H41
2021,Level 3,RS21,H01
2021,Level 3,RS21,H04
2021,Level 3,RS21,H05
2021,Level 3,RS21,H07
2021,Level 3,RS21,H08
2021,Level 3,RS21,H09
2021,Level 3,RS21,H10
2021,Level 3,RS21,H11
2021,Level 3,RS21,H12
2021,Level 3,RS21,H13
2021,Level 3,RS21,H19
2021,Level 3,RS21,H20
2021,Level 3,RS21,H21
2021,Level 3,RS21,H22
2021,Level 3,RS21,H23
2021,Level 3,RS21,H24
2021,Level 3,RS21,H25
2021,Level 3,RS21,H26
2021,Level 3,RS21,H27
2021,Level 3,RS21,H28
2021,Level 3,RS21,H29
2021,Level 3,RS21,H30
2021,Level 3,RS21,H31
2021,Level 3,RS21,H32
2021,Level 3,RS21,H33
2021,Level 3,RS21,H34
2021,Level 3,RS21,H35
2021,Level 3,RS21,H36
2021,Level 3,RS21,H37
2021,Level 3,RS21,H39
2021,Level 3,RS21,H40
2021,Level 3,RS21,H41
2021,Level 4,RS211,H01
2021,Level 4,RS211,H04
2021,Level 4,RS211,H05
2021,Level 4,RS211,H07
2021,Level 4,RS211,H08
2021,Level 4,RS211,H09
2021,Level 4,RS211,H10
2021,Level 4,RS211,H11
2021,Level 4,RS211,H12
2021,Level 4,RS211,H13
2021,Level 4,RS211,H19
2021,Level 4,RS211,H20
2021,Level 4,RS211,H21
2021,Level 4,RS211,H22
2021,Level 4,RS211,H23
2021,Level 4,RS211,H24
2021,Level 4,RS211,H25
2021,Level 4,RS211,H26
2021,Level 4,RS211,H27
2021,Level 4,RS211,H28
2021,Level 4,RS211,H29
2021,Level 4,RS211,H30
2021,Level 4,RS211,H31
2021,Level 4,RS211,H32
2021,Level 4,RS211,H33
2021,Level 4,RS211,H34
2021,Level 4,RS211,H35
2021,Level 4,RS211,H36
2021,Level 4,RS211,H37
2021,Level 4,RS211,H39
2021,Level 4,RS211,H40
2021,Level 4,RS211,H41
2021,Level 4,RS212,Dollars (millions)
2021,Level 4,RS212,Dollars (millions)
2021,Level 4,RS212,Dollars (millions)
2021,Level 4,RS212,Dollars (millions)
2021,Level 4,RS212,Dollars (millions)
2021,Level 4,RS212,Dollars (millions)
2021,Level 4,RS212,Dollars (millions)
2021,Level 4,RS212,Dollars (millions)
2021,Level 4,RS212,Dollars (millions)
2021,Level 4,RS212,Dollars (millions)
2021,Level 4,RS212,Dollars (millions)
2021,Level 4,RS212,Dollars (millions)
2021,Level 4,RS212,Dollars (millions)
2021,Level 4,RS212,Dollars (millions)
2021,Level 4,RS212,Dollars (millions)
2021,Level 4,RS212,Dollars (millions)
2021,Level 4,RS212,Dollars (millions)
2021,Level 4,RS212,Dollars (millions)
2021,Level 4,RS212,Dollars (millions)
2021,Level 4,RS212,Dollars (millions)
2021,Level 4,RS212,Dollars (millions)
2021,Level 4,RS212,Dollars (millions)
2021,Level 4,RS212,Dollars (millions)
2021,Level 4,RS212,Dollars (millions)
2021,Level 4,RS212,Dollars (millions)
2021,Level 4,RS212,Dollars
2021,Level 4,RS212,Dollars
2021,Level 4,RS212,Percentage
2021,Level 4,RS212,Percentage
2021,Level 4,RS212,Percentage
2021,Level 4,RS212,Percentage
2021,Level 4,RS212,Percentage
2021,Level 4,RS214,Dollars (millions)
2021,Level 4,RS214,Dollars (millions)
2021,Level 4,RS214,Dollars (millions)
2021,Level 4,RS214,Dollars (millions)
2021,Level 4,RS214,Dollars (millions)
2021,Level 4,RS214,Dollars (millions)
2021,Level 4,RS214,Dollars (millions)
2021,Level 4,RS214,Dollars (millions)
2021,Level 4,RS214,Dollars (millions)
2021,Level 4,RS214,Dollars (millions)
2021,Level 4,RS214,Dollars (millions)
2021,Level 4,RS214,Dollars (millions)
2021,Level 4,RS214,Dollars (millions)
2021,Level 4,RS214,Dollars (millions)
2021,Level 4,RS214,Dollars (millions)
2021,Level 4,RS214,Dollars (millions)
2021,Level 4,RS214,Dollars (millions)
2021,Level 4,RS214,Dollars (millions)
2021,Level 4,RS214,Dollars (millions)
2021,Level 4,RS214,Dollars (millions)
2021,Level 4,RS214,Dollars (millions)
2021,Level 4,RS214,Dollars (millions)
2021,Level 4,RS214,Dollars (millions)
2021,Level 4,RS214,Dollars (millions)
2021,Level 4,RS214,Dollars (millions)
2021,Level 4,RS214,Dollars
2021,Level 4,RS214,Dollars
2021,Level 4,RS214,Percentage
2021,Level 4,RS214,Percentage
2021,Level 4,RS214,Percentage
2021,Level 4,RS214,Percentage
2021,Level 4,RS214,Percentage
2021,Level 3,ZZ11,H01
2021,Level 3,ZZ11,H02
2021,Level 3,ZZ11,H03
2021,Level 3,ZZ11,H05
2021,Level 3,ZZ11,H06
2021,Level 3,ZZ11,H07
2021,Level 3,ZZ11,H08
2021,Level 3,ZZ11,H09
2021,Level 3,ZZ11,H10
2021,Level 3,ZZ11,H11
2021,Level 3,ZZ11,H12
2021,Level 3,ZZ11,H13
2021,Level 3,ZZ11,H17
2021,Level 3,ZZ11,H18
2021,Level 3,ZZ11,H20
2021,Level 3,ZZ11,H21
2021,Level 3,ZZ11,H22
2021,Level 3,ZZ11,H23
2021,Level 3,ZZ11,H24
2021,Level 3,ZZ11,H25
2021,Level 3,ZZ11,H26
2021,Level 3,ZZ11,H27
2021,Level 3,ZZ11,H28
2021,Level 3,ZZ11,H29
2021,Level 3,ZZ11,H30
2021,Level 3,ZZ11,H31
2021,Level 3,ZZ11,H32
2021,Level 3,ZZ11,H33
2021,Level 3,ZZ11,H34
2021,Level 3,ZZ11,H35
2021,Level 3,ZZ11,H36
2021,Level 3,ZZ11,H37
2021,Level 3,ZZ11,H38
2021,Level 3,ZZ11,H39
2021,Level 3,ZZ11,H40
2021,Level 3,ZZ11,H41
2020,Level 1,99999,H01
2020,Level 1,99999,H04
2020,Level 1,99999,H05
2020,Level 1,99999,H07
2020,Level 1,99999,H08
2020,Level 1,99999,H09
2020,Level 1,99999,H10
2020,Level 1,99999,H11
2020,Level 1,99999,H12
2020,Level 1,99999,H13
2020,Level 1,99999,H14
2020,Level 1,99999,H19
2020,Level 1,99999,H20
2020,Level 1,99999,H21
2020,Level 1,99999,H22
2020,Level 1,99999,H23
2020,Level 1,99999,H24
2020,Level 1,99999,H25
2020,Level 1,99999,H26
2020,Level 1,99999,H29
2020,Level 1,99999,H30
2020,Level 1,99999,H31
2020,Level 1,99999,H32
2020,Level 1,99999,H33
2020,Level 1,99999,H34
2020,Level 1,99999,H35
2020,Level 1,99999,H36
2020,Level 1,99999,H37
2020,Level 1,99999,H39
2020,Level 1,99999,H40
2020,Level 1,99999,H41
2020,Level 1,AA,Dollars (millions)
2020,Level 1,AA,Dollars (millions)
2020,Level 1,AA,Dollars (millions)
2020,Level 1,AA,Dollars (millions)
2020,Level 1,AA,Dollars (millions)
2020,Level 1,AA,Dollars (millions)
2020,Level 1,AA,Dollars (millions)
2020,Level 1,AA,Dollars (millions)
2020,Level 1,AA,Dollars (millions)
2020,Level 1,AA,Dollars (millions)
2020,Level 1,AA,Dollars (millions)
2020,Level 1,AA,Dollars (millions)
2020,Level 1,AA,Dollars (millions)
2020,Level 1,AA,Dollars (millions)
2020,Level 1,AA,Dollars (millions)
2020,Level 1,AA,Dollars (millions)
2020,Level 1,AA,Dollars (millions)
2020,Level 1,AA,Dollars (millions)
2020,Level 1,AA,Dollars (millions)
2020,Level 1,AA,Dollars (millions)
2020,Level 1,AA,Dollars (millions)
2020,Level 1,AA,Dollars (millions)
2020,Level 1,AA,Dollars (millions)
2020,Level 1,AA,Dollars (millions)
2020,Level 1,AA,Dollars
2020,Level 1,AA,Dollars
2020,Level 1,AA,Percentage
2020,Level 1,AA,Percentage
2020,Level 1,AA,Percentage
2020,Level 1,AA,Percentage
2020,Level 1,AA,Percentage
2020,Level 3,AA11,H01
2020,Level 3,AA11,H04
2020,Level 3,AA11,H05
2020,Level 3,AA11,H07
2020,Level 3,AA11,H08
2020,Level 3,AA11,H09
2020,Level 3,AA11,H10
2020,Level 3,AA11,H11
2020,Level 3,AA11,H12
2020,Level 3,AA11,H13
2020,Level 3,AA11,H19
2020,Level 3,AA11,H20
2020,Level 3,AA11,H21
2020,Level 3,AA11,H22
2020,Level 3,AA11,H23
2020,Level 3,AA11,H24
2020,Level 3,AA11,H25
2020,Level 3,AA11,H26
2020,Level 3,AA11,H29
2020,Level 3,AA11,H30
2020,Level 3,AA11,H31
2020,Level 3,AA11,H32
2020,Level 3,AA11,H33
2020,Level 3,AA11,H34
2020,Level 3,AA11,H35
2020,Level 3,AA11,H36
2020,Level 3,AA11,H37
2020,Level 3,AA11,H39
2020,Level 3,AA11,H40
2020,Level 3,AA11,H41
2020,Level 4,AA111,H01
2020,Level 4,AA111,H04
2020,Level 4,AA111,H05
2020,Level 4,AA111,H07
2020,Level 4,AA111,H08
2020,Level 4,AA111,H09
2020,Level 4,AA111,H10
2020,Level 4,AA111,H11
2020,Level 4,AA111,H12
2020,Level 4,AA111,H13
2020,Level 4,AA111,H19
2020,Level 4,AA111,H20
2020,Level 4,AA111,H21
2020,Level 4,AA111,H22
2020,Level 4,AA111,H23
2020,Level 4,AA111,H24
2020,Level 4,AA111,H25
2020,Level 4,AA111,H26
2020,Level 4,AA111,H29
2020,Level 4,AA111,H30
2020,Level 4,AA111,H31
2020,Level 4,AA111,H32
2020,Level 4,AA111,H33
2020,Level 4,AA111,H34
2020,Level 4,AA111,H35
2020,Level 4,AA111,H36
2020,Level 4,AA111,H37
2020,Level 4,AA111,H39
2020,Level 4,AA111,H40
2020,Level 4,AA111,H41
2020,Level 3,AA12,Dollars (millions)
2020,Level 3,AA12,Dollars (millions)
2020,Level 3,AA12,Dollars (millions)
2020,Level 3,AA12,Dollars (millions)
2020,Level 3,AA12,Dollars (millions)
2020,Level 3,AA12,Dollars (millions)
2020,Level 3,AA12,Dollars (millions)
2020,Level 3,AA12,Dollars (millions)
2020,Level 3,AA12,Dollars (millions)
2020,Level 3,AA12,Dollars (millions)
2020,Level 3,AA12,Dollars (millions)
2020,Level 3,AA12,Dollars (millions)
2020,Level 3,AA12,Dollars (millions)
2020,Level 3,AA12,Dollars (millions)
2020,Level 3,AA12,Dollars (millions)
2020,Level 3,AA12,Dollars (millions)
2020,Level 3,AA12,Dollars (millions)
2020,Level 3,AA12,Dollars (millions)
2020,Level 3,AA12,Dollars (millions)
2020,Level 3,AA12,Dollars (millions)
2020,Level 3,AA12,Dollars (millions)
2020,Level 3,AA12,Dollars (millions)
2020,Level 3,AA12,Dollars (millions)
2020,Level 3,AA12,Dollars
2020,Level 3,AA12,Dollars
2020,Level 3,AA12,Percentage
2020,Level 3,AA12,Percentage
2020,Level 3,AA12,Percentage
2020,Level 3,AA12,Percentage
2020,Level 3,AA12,Percentage
2020,Level 4,AA121,Dollars (millions)
2020,Level 4,AA121,Dollars (millions)
2020,Level 4,AA121,Dollars (millions)
2020,Level 4,AA121,Dollars (millions)
2020,Level 4,AA121,Dollars (millions)
2020,Level 4,AA121,Dollars (millions)
2020,Level 4,AA121,Dollars (millions)
2020,Level 4,AA121,Dollars (millions)
2020,Level 4,AA121,Dollars (millions)
2020,Level 4,AA121,Dollars (millions)
2020,Level 4,AA121,Dollars (millions)
2020,Level 4,AA121,Dollars (millions)
2020,Level 4,AA121,Dollars (millions)
2020,Level 4,AA121,Dollars (millions)
2020,Level 4,AA121,Dollars (millions)
2020,Level 4,AA121,Dollars (millions)
2020,Level 4,AA121,Dollars (millions)
2020,Level 4,AA121,Dollars (millions)
2020,Level 4,AA121,Dollars (millions)
2020,Level 4,AA121,Dollars (millions)
2020,Level 4,AA121,Dollars (millions)
2020,Level 4,AA121,Dollars (millions)
2020,Level 4,AA121,Dollars (millions)
2020,Level 4,AA121,Dollars
2020,Level 4,AA121,Dollars
2020,Level 4,AA121,Percentage
2020,Level 4,AA121,Percentage
2020,Level 4,AA121,Percentage
2020,Level 4,AA121,Percentage
2020,Level 4,AA121,Percentage
2020,Level 3,AA13,H01
2020,Level 3,AA13,H04
2020,Level 3,AA13,H05
2020,Level 3,AA13,H07
2020,Level 3,AA13,H08
2020,Level 3,AA13,H09
2020,Level 3,AA13,H10
2020,Level 3,AA13,H11
2020,Level 3,AA13,H12
2020,Level 3,AA13,H13
2020,Level 3,AA13,H19
2020,Level 3,AA13,H20
2020,Level 3,AA13,H21
2020,Level 3,AA13,H22
2020,Level 3,AA13,H23
2020,Level 3,AA13,H24
2020,Level 3,AA13,H25
2020,Level 3,AA13,H26
2020,Level 3,AA13,H29
2020,Level 3,AA13,H30
2020,Level 3,AA13,H31
2020,Level 3,AA13,H32
2020,Level 3,AA13,H33
2020,Level 3,AA13,H34
2020,Level 3,AA13,H35
2020,Level 3,AA13,H36
2020,Level 3,AA13,H37
2020,Level 3,AA13,H39
2020,Level 3,AA13,H40
2020,Level 3,AA13,H41
2020,Level 4,AA131,H01
2020,Level 4,AA131,H04
2020,Level 4,AA131,H05
2020,Level 4,AA131,H07
2020,Level 4,AA131,H08
2020,Level 4,AA131,H09
2020,Level 4,AA131,H10
2020,Level 4,AA131,H11
2020,Level 4,AA131,H12
2020,Level 4,AA131,H13
2020,Level 4,AA131,H19
2020,Level 4,AA131,H20
2020,Level 4,AA131,H21
2020,Level 4,AA131,H22
2020,Level 4,AA131,H23
2020,Level 4,AA131,H24
2020,Level 4,AA131,H25
2020,Level 4,AA131,H26
2020,Level 4,AA131,H29
2020,Level 4,AA131,H30
2020,Level 4,AA131,H31
2020,Level 4,AA131,H32
2020,Level 4,AA131,H33
2020,Level 4,AA131,H34
2020,Level 4,AA131,H35
2020,Level 4,AA131,H36
2020,Level 4,AA131,H37
2020,Level 4,AA131,H39
